date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:19:11	75336/75336	---M--	200	added ('OK')	text/html	etag:%2212648-5cf2b1cd7c780%22	https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-brands-400.woff2	C:/Mis%20lugares%20Web/templateLuis/dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-brands-400.html	(from https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/css/all.min.css)
11:19:12	88428/88428	---MCZ	200	added ('OK')	application/font-woff	etag:W/%221596c-5cf2b1cd7c780%22	https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-brands-400.woff	C:/Mis%20lugares%20Web/templateLuis/dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-brands-400.woff	(from https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/css/all.min.css)
11:19:13	130600/130600	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%221fe28-5cf2b1cd7c780%22	https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-brands-400.ttf	C:/Mis%20lugares%20Web/templateLuis/dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-brands-400.ttf	(from https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/css/all.min.css)
11:19:14	703999/703999	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22abdff-5cf2b1cd7c780%22	https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-brands-400.svg	C:/Mis%20lugares%20Web/templateLuis/dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-brands-400.svg	(from https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/css/all.min.css)
11:19:14	34394/34394	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22865a-5cf2b1cd7c780%22	https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-regular-400.eot	C:/Mis%20lugares%20Web/templateLuis/dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-regular-400.eot	(from https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/css/all.min.css)
11:19:15	34394/34394	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22865a-5cf2b1cd7c780%22	https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-regular-400.eot?	C:/Mis%20lugares%20Web/templateLuis/dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-regular-400d41d.eot	(from https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/css/all.min.css)
11:19:16	13584/13584	---M--	200	added ('OK')	text/html	etag:%223510-5cf2b1cd7c780%22	https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-regular-400.woff2	C:/Mis%20lugares%20Web/templateLuis/dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-regular-400.html	(from https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/css/all.min.css)
11:19:16	16804/16804	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2241a4-5cf2b1cd7c780%22	https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-regular-400.woff	C:/Mis%20lugares%20Web/templateLuis/dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-regular-400.woff	(from https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/css/all.min.css)
11:19:17	34096/34096	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%228530-5cf2b1cd7c780%22	https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-regular-400.ttf	C:/Mis%20lugares%20Web/templateLuis/dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-regular-400.ttf	(from https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/css/all.min.css)
11:19:18	145255/145255	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2223767-5cf2b1cd7c780%22	https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-regular-400.svg	C:/Mis%20lugares%20Web/templateLuis/dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-regular-400.svg	(from https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/css/all.min.css)
11:19:19	192758/192758	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222f0f6-5cf2b1cd7c780%22	https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-solid-900.eot	C:/Mis%20lugares%20Web/templateLuis/dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-solid-900.eot	(from https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/css/all.min.css)
11:19:19	192758/192758	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222f0f6-5cf2b1cd7c780%22	https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-solid-900.eot?	C:/Mis%20lugares%20Web/templateLuis/dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-solid-900d41d.eot	(from https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/css/all.min.css)
11:19:20	75728/75728	---M--	200	added ('OK')	text/html	etag:%22127d0-5cf2b1cd7c780%22	https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-solid-900.woff2	C:/Mis%20lugares%20Web/templateLuis/dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-solid-900.html	(from https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/css/all.min.css)
11:19:21	98384/98384	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2218050-5cf2b1cd7c780%22	https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-solid-900.woff	C:/Mis%20lugares%20Web/templateLuis/dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/webfonts/fa-solid-900.woff	(from https://dreamschat.dreamguystech.com/template2/assets/plugins/fontawesome/css/all.min.css)
